Index,X,Y,OBJECTID,Geocode_Address,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Statute_Category,Statute_Description,Statute_CrimeCategory,Weapon_Description,Larceny_Type,Location_Type,Latitude,Longitude
702,-77.5556024036949,43.1495689045511,2922,"596 Blossom Rd, Rochester, NY, 14610",2016,2,2000,2016-02-18T20:00:00.000Z,2016,2,2100,2016-02-18T21:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Parking Lot,43.1502276,-77.5552672
703,-77.65677154804891,43.197566152942,2923,"173 Perinton St, Rochester, NY, 14615",2016,2,1830,2016-02-17T18:30:00.000Z,2016,2,620,2016-02-18T06:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1975813,-77.6567668
704,-77.64872390430959,43.1705163923594,2924,"279 Burrows St, Rochester, NY, 14606",2016,4,1800,2016-04-05T18:00:00.000Z,2016,4,1040,2016-04-07T10:40:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,43.1710918,-77.6492276
705,-77.623252965846,43.1213950526188,2925,"155 Crittenden Blvd, Rochester, NY, 14620",2016,2,1900,2016-02-16T19:00:00.000Z,2016,2,645,2016-02-18T06:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1213773,-77.6232504
706,-77.62232558098779,43.1317896471007,2926,"500 Wilson Blvd, Rochester, NY, 14620",2016,2,1310,2016-02-17T13:10:00.000Z,2016,2,1315,2016-02-17T13:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
707,-77.64174611913309,43.15086188668321,2927,"140 West Ave, Rochester, NY, 14611",2016,2,1900,2016-02-08T19:00:00.000Z,2016,2,1900,2016-02-08T19:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.150383,-77.64166399999999
708,-77.5872331844717,43.1413892986102,2928,"49 Field St, Rochester, NY, 14620",2016,2,2200,2016-02-16T22:00:00.000Z,2016,2,1445,2016-02-17T14:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Not Reported,43.141381,-77.58731890000001
709,-77.62232558098779,43.1317896471007,2929,"500 Wilson Blvd, Rochester, NY, 14620",2016,2,1400,2016-02-18T14:00:00.000Z,2016,2,1550,2016-02-18T15:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
710,-77.62232558098779,43.1317896471007,2932,"500 Wilson Blvd, Rochester, NY, 14620",2016,4,1239,2016-04-05T12:39:00.000Z,2016,4,1239,2016-04-05T12:39:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
711,-77.5529971318975,43.1620276784092,2933,"259 Akron St, Rochester, NY, 14609",2016,2,2045,2016-02-17T20:45:00.000Z,2016,2,2045,2016-02-17T20:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.1619796,-77.55298880000001
712,-77.62365783776049,43.1649804214072,2934,"25 Lake Ave, Rochester, NY, 14608",2016,5,831,2016-05-19T08:31:00.000Z,2016,5,831,2016-05-19T08:31:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Other Residential,43.1650615,-77.62367259999999
713,-77.6418377823484,43.1695124722968,2935,"19 Karnes St, Rochester, NY, 14606",2016,4,200,2016-04-04T02:00:00.000Z,2016,4,200,2016-04-04T02:00:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Semiautomatic Handgun,* No Larceny Type Specified *,Multiple Dwelling,43.1695106,-77.6418722
714,-77.586807919121,43.143010449471596,2936,"4 Canterbury Rd, Rochester, NY, 14607",2016,11,2100,2016-11-02T21:00:00.000Z,2016,11,600,2016-11-03T06:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.14303150000001,-77.5867574
715,-77.5807669167232,43.1744363136912,2937,"9 Priscilla St, Rochester, NY, 14609",2016,4,2200,2016-04-04T22:00:00.000Z,2016,4,1032,2016-04-05T10:32:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1744023,-77.5808703
716,-77.594925193279,43.14386274260529,2938,"47 Edmonds St, Rochester, NY, 14607",2016,2,2100,2016-02-14T21:00:00.000Z,2016,2,900,2016-02-15T09:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1438515,-77.5949394
717,-77.6270326416756,43.129821772785206,2939,"740 Library Rd, Rochester, NY, 14620",2016,2,105,2016-02-15T01:05:00.000Z,2016,2,108,2016-02-15T01:08:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1299249,-77.6266328
718,-77.62232558098779,43.1317896471007,2940,"500 Wilson Blvd, Rochester, NY, 14620",2016,2,1100,2016-02-10T11:00:00.000Z,2016,2,1100,2016-02-11T11:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
719,-77.60706146606971,43.171554504214896,2941,"21 Quamina Dr, Rochester, NY, 14605",2016,1,1000,2016-01-25T10:00:00.000Z,2016,1,1600,2016-01-25T16:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Jewelry Store,43.1715647,-77.6070479
720,-77.6117788844095,43.1787276007841,2942,"58 Ketchum St, Rochester, NY, 14621",2016,5,2330,2016-05-09T23:30:00.000Z,2016,5,2340,2016-05-09T23:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Single Family Home,43.1787078,-77.61175899999999
721,-77.6117788844095,43.1787276007841,2943,"58 Ketchum St, Rochester, NY, 14621",2016,3,2300,2016-03-10T23:00:00.000Z,2016,3,952,2016-03-11T09:52:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,43.1787078,-77.61175899999999
722,-77.6309858355374,43.20495135489679,2944,"76 Merrill St, Rochester, NY, 14615",2016,9,2330,2016-09-27T23:30:00.000Z,2016,9,907,2016-09-28T09:07:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.2049371,-77.6309927
723,-77.61780086148991,43.124333725044,2946,"1317 Mount Hope Ave, Rochester, NY, 14620",2016,10,947,2016-10-05T09:47:00.000Z,2016,10,947,2016-10-05T09:47:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Other Retail Store,43.1239502,-77.6182011
724,-77.61780086148991,43.124333725044,2947,"1317 Mount Hope Ave, Rochester, NY, 14620",2016,2,1700,2016-02-08T17:00:00.000Z,2016,2,1100,2016-02-09T11:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Business Office,43.1239502,-77.6182011
725,-77.62247305176291,43.1974778454099,2948,"51 Bridge View Dr, Rochester, NY, 14615",2016,2,2013,2016-02-09T20:13:00.000Z,2016,2,2013,2016-02-09T20:13:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Construction Site,43.1950437,-77.62170309999999
726,-77.6243579257203,43.1236079462745,2949,"601 Elmwood Ave, Rochester, NY, 14620",2016,2,1615,2016-02-12T16:15:00.000Z,2016,2,1630,2016-02-12T16:30:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
727,-77.57419698187691,43.1438731725036,2950,"709 Harvard St, Rochester, NY, 14610",2016,2,0,2016-02-13T00:00:00.000Z,2016,2,1100,2016-02-13T11:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.143826,-77.574139
728,-77.6208404254362,43.12385856001579,2951,"645 Elmwood Ave, Rochester, NY, 14620",2016,2,700,2016-02-08T07:00:00.000Z,2016,2,1600,2016-02-08T16:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Garage,43.1246763,-77.62169659999999
729,-77.61721013221579,43.1726813143425,2952,"40 Hawkins St, Rochester, NY, 14605",2016,2,1330,2016-02-12T13:30:00.000Z,2016,2,916,2016-02-13T09:16:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1727008,-77.617074
730,-77.60086752265791,43.17841276094789,2953,"341 Wilkins St, Rochester, NY, 14621",2016,2,520,2016-02-11T05:20:00.000Z,2016,2,520,2016-02-11T05:20:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.17834310000001,-77.6008536
731,-77.590067493883,43.1611042810402,2954,"840 E Main St, Rochester, NY, 14605",2016,5,1700,2016-05-14T17:00:00.000Z,2016,5,1000,2016-05-17T10:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Parking Lot,43.16109549999999,-77.59011339999999
732,-77.5811260064824,43.1789484240886,2956,"158 Nichols St, Rochester, NY, 14609",2016,2,1200,2016-02-05T12:00:00.000Z,2016,2,1900,2016-02-05T19:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1789617,-77.5810386
733,-77.558663147051,43.17324767850371,2957,"1514 Culver Rd, Rochester, NY, 14609",2016,1,2200,2016-01-15T22:00:00.000Z,2016,1,1000,2016-01-16T10:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Yard,43.1732837,-77.558561
734,-77.64499133895009,43.213942601286405,2958,"Elwood Dr, Rochester, NY, 14616",2016,2,800,2016-02-08T08:00:00.000Z,2016,2,1637,2016-02-08T16:37:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.21393200000001,-77.6452669
735,-77.6438663086824,43.1576533638611,2959,"368 Ames St, Rochester, NY, 14611",2016,2,1245,2016-02-08T12:45:00.000Z,2016,2,1245,2016-02-08T12:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.157632,-77.643693
736,-77.6565741347362,43.1308939773886,2960,"Brooks Ave, Rochester, NY, 14619",2016,2,1430,2016-02-07T14:30:00.000Z,2016,2,1430,2016-02-07T14:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1309408,-77.6510758
737,-77.62634587931021,43.1660675034343,2961,"160 Spencer St, Rochester, NY, 14608",2016,2,1800,2016-02-07T18:00:00.000Z,2016,2,2000,2016-02-07T20:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.166073,-77.626635
738,-77.6138144299625,43.1788748780066,2964,"1081 N Clinton Ave, Rochester, NY, 14621",2016,2,30,2016-02-08T00:30:00.000Z,2016,2,200,2016-02-08T02:00:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Blunt Object,* No Larceny Type Specified *,Street,43.178864,-77.61389199999999
739,-77.5928781224617,43.1348131521719,2965,"Highland Pkwy, Rochester, NY, 14620",2016,2,1115,2016-02-06T11:15:00.000Z,2016,2,1200,2016-02-06T12:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.133838,-77.5958376
740,-77.6133131297054,43.1779624682057,2967,"1036 N Clinton Ave, Rochester, NY, 14621",2016,1,0,2016-01-16T00:00:00.000Z,2016,1,0,2016-01-16T00:00:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1779977,-77.61324909999999
741,-77.6323240571132,43.1811120670766,2968,"865 Lake Ave, Rochester, NY, 14613",2016,2,2200,2016-02-06T22:00:00.000Z,2016,2,745,2016-02-07T07:45:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,43.181086,-77.6321274
742,-77.5920967777954,43.1488053780752,2969,"28 Rowley St, Rochester, NY, 14607",2016,2,1159,2016-02-04T11:59:00.000Z,2016,2,930,2016-02-05T09:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1488078,-77.5920071
743,-77.6110629121561,43.152576983150794,2970,"142 Exchange Blvd, Rochester, NY, 14614",2016,1,1030,2016-01-30T10:30:00.000Z,2016,1,1400,2016-01-30T14:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Parking Lot,43.1528431,-77.6108682
744,-77.66955111357079,43.1612748554375,2972,"1525 Lyell Ave, Rochester, NY, 14606",2016,2,1500,2016-02-03T15:00:00.000Z,2016,2,700,2016-02-04T07:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Parking Lot,43.1646538,-77.6659777
745,-77.6243579257203,43.1236079462745,2973,"601 Elmwood Ave, Rochester, NY, 14620",2016,3,930,2016-03-28T09:30:00.000Z,2016,3,1045,2016-03-28T10:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
746,-77.6243579257203,43.1236079462745,2974,"601 Elmwood Ave, Rochester, NY, 14620",2016,1,600,2016-01-31T06:00:00.000Z,2016,1,1600,2016-01-31T16:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
747,-77.6243579257203,43.1236079462745,2975,"601 Elmwood Ave, Rochester, NY, 14620",2016,2,1115,2016-02-03T11:15:00.000Z,2016,2,1145,2016-02-03T11:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
748,-77.6304112934195,43.1525615091729,2976,"21 New York St, Rochester, NY, 14611",2016,2,1125,2016-02-06T11:25:00.000Z,2016,2,1125,2016-02-06T11:25:00.000Z,F,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,3,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,43.1524209,-77.63059659999999
749,-77.55563838159371,43.1492491436456,2977,"595 Blossom Rd, Rochester, NY, 14610",2016,2,2215,2016-02-04T22:15:00.000Z,2016,2,1605,2016-02-05T16:05:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Business Office,43.1491879,-77.5553656
750,-77.59369240531551,43.1433279326404,2978,"520 S Goodman St, Rochester, NY, 14607",2016,2,1600,2016-02-05T16:00:00.000Z,2016,2,1,2016-02-06T00:01:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.1433846,-77.5936948
751,-77.6243579257203,43.1236079462745,2980,"601 Elmwood Ave, Rochester, NY, 14620",2016,10,1200,2016-10-19T12:00:00.000Z,2016,10,1205,2016-10-19T12:05:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
752,-77.6243579257203,43.1236079462745,2981,"601 Elmwood Ave, Rochester, NY, 14620",2016,2,2045,2016-02-02T20:45:00.000Z,2016,2,2050,2016-02-02T20:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
753,-77.5936459959505,43.14354408328071,2982,"512 S Goodman St, Rochester, NY, 14607",2016,10,1545,2016-10-05T15:45:00.000Z,2016,10,1615,2016-10-05T16:15:00.000Z,F,Grand Larceny 4th: Property Taken From Person               ,6,* No Weapon Specified *,Purse-snatching,Street,43.14352900000001,-77.593513
754,-77.62232558098779,43.1317896471007,2989,"500 Wilson Blvd, Rochester, NY, 14620",2016,1,0,2016-01-31T00:00:00.000Z,2016,1,1000,2016-01-31T10:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.12856190000001,-77.6300753
755,-77.64140036200621,43.1364837192322,2990,"187 Elmdorf Ave, Rochester, NY, 14619",2016,1,1200,2016-01-23T12:00:00.000Z,2016,1,1100,2016-01-24T11:00:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.13642600000001,-77.6414194
756,-77.5830759714359,43.1487357217169,2991,"149 Westminster Rd, Rochester, NY, 14607",2016,1,1930,2016-01-28T19:30:00.000Z,2016,1,1030,2016-01-29T10:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.14872949999999,-77.5831429
757,-77.5582226347594,43.174014512141895,2992,"1550 Culver Rd, Rochester, NY, 14609",2016,1,1725,2016-01-30T17:25:00.000Z,2016,1,1725,2016-01-30T17:25:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Blunt Object,* No Larceny Type Specified *,Multiple Dwelling,43.1739898,-77.55820279999999
758,-77.62232558098779,43.1317896471007,2993,"500 Wilson Blvd, Rochester, NY, 14620",2016,4,1305,2016-04-02T13:05:00.000Z,2016,4,1315,2016-04-02T13:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
759,-77.63980653992971,43.163635646042394,2994,"32 Texas St, Rochester, NY, 14606",2016,4,1425,2016-04-19T14:25:00.000Z,2016,4,1500,2016-04-19T15:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1635914,-77.63983619999999
760,-77.64327447566579,43.1392791437372,2995,"269 Aberdeen St, Rochester, NY, 14619",2016,4,0,2016-04-01T00:00:00.000Z,2016,4,800,2016-04-01T08:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1391328,-77.643603
761,-77.56264462781141,43.1479027539412,2996,"1570 East Ave, Rochester, NY, 14610",2016,2,1000,2016-02-18T10:00:00.000Z,2016,3,1400,2016-03-23T14:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.14844790000001,-77.5624201
762,-77.5736483446151,43.1442757981427,2997,"55 Audubon St, Rochester, NY, 14610",2016,4,2100,2016-04-01T21:00:00.000Z,2016,4,945,2016-04-02T09:45:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Building,43.1442816,-77.57371610000001
763,-77.6243579257203,43.1236079462745,3001,"601 Elmwood Ave, Rochester, NY, 14620",2016,4,1400,2016-04-13T14:00:00.000Z,2016,4,1400,2016-04-14T14:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
764,-77.6243579257203,43.1236079462745,3002,"601 Elmwood Ave, Rochester, NY, 14620",2016,1,950,2016-01-29T09:50:00.000Z,2016,1,1102,2016-01-29T11:02:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
765,-77.5841461339902,43.1481038618629,3003,"19 Thayer St, Rochester, NY, 14607",2016,2,400,2016-02-01T04:00:00.000Z,2016,2,415,2016-02-01T04:15:00.000Z,F,Burglary 2nd: Illegal Night Entry With Criminal Intent      ,5,* No Weapon Specified *,* No Larceny Type Specified *,Street,43.148029,-77.584143
766,-77.6636865322668,43.1600391564211,3004,"65 Dodge St, Rochester, NY, 14611",2016,1,1000,2016-01-26T10:00:00.000Z,2016,1,1900,2016-01-28T19:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Coin-Operated Machine or Device,Other Residential,43.1606682,-77.66399969999999
767,-77.57004564778391,43.1636569680301,3005,"629 Garson Ave, Rochester, NY, 14609",2016,1,1130,2016-01-10T11:30:00.000Z,2016,1,1645,2016-01-10T16:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.163516,-77.5699549
768,-77.5895693586275,43.1902520646756,3006,"146 Brookhaven Ter, Rochester, NY, 14621",2016,2,630,2016-02-01T06:30:00.000Z,2016,2,630,2016-02-01T06:30:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,43.1902212,-77.5895317
769,-77.5798102113535,43.1742246207368,3007,"81 Keller St, Rochester, NY, 14609",2016,1,2030,2016-01-30T20:30:00.000Z,2016,1,2030,2016-01-30T20:30:00.000Z,M,Assault 3rd: With Crim Negligence Cause Injury With Weapon/I,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,43.1741274,-77.5797422
770,-77.5845075434566,43.150510772912206,3010,"33 Vick Park A, Rochester, NY, 14607",2016,4,1200,2016-04-02T12:00:00.000Z,2016,4,1815,2016-04-02T18:15:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1505002,-77.58441119999999
771,-77.5795794295027,43.169243560962,3011,"836 Goodman St North, Rochester, NY, 14609",2016,1,1628,2016-01-25T16:28:00.000Z,2016,1,1630,2016-01-25T16:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Department/Discount Store,43.1691578,-77.5778162
772,-77.61351047632441,43.181504805523396,3012,"1210 N Clinton Ave, Rochester, NY, 14621",2016,1,700,2016-01-26T07:00:00.000Z,2016,1,1900,2016-01-26T19:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1814838,-77.6130234
773,-77.5654541454072,43.1711564285052,3014,"1037 Bay St, Rochester, NY, 14609",2016,1,1200,2016-01-27T12:00:00.000Z,2016,1,1400,2016-01-28T14:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Auto Shop,43.1711088,-77.5653899
774,-77.6146705295478,43.1158276969485,3017,"31 Green Knolls Dr, Rochester, NY, 14620",2016,1,900,2016-01-01T09:00:00.000Z,2016,1,1230,2016-01-28T12:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1151231,-77.6143872
775,-77.6243579257203,43.1236079462745,3018,"601 Elmwood Ave, Rochester, NY, 14620",2016,4,400,2016-04-01T04:00:00.000Z,2016,4,950,2016-04-01T09:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
776,-77.6229455589811,43.2398577663664,3019,"30 Lake Vista Ct, Rochester, NY, 14612",2016,10,1,2016-10-06T00:01:00.000Z,2016,11,1200,2016-11-11T12:00:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Business Office,43.2404053,-77.6228565
777,-77.6229455589811,43.2398577663664,3020,"30 Lake Vista Ct, Rochester, NY, 14612",2016,10,1200,2016-10-01T12:00:00.000Z,2016,10,930,2016-10-03T09:30:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Residential Facility,43.2404053,-77.6228565
778,-77.62945416458808,43.20978987987579,3022,"2260 Lake Ave, Rochester, NY, 14612",2016,3,2000,2016-03-25T20:00:00.000Z,2016,3,1300,2016-03-27T13:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.2091595,-77.6297266
779,-77.6243579257203,43.1236079462745,3023,"601 Elmwood Ave, Rochester, NY, 14620",2016,12,1230,2016-12-09T12:30:00.000Z,2016,12,1430,2016-12-09T14:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Hospital,43.1226582,-77.62545469999999
780,-77.6243579257203,43.1236079462745,3024,"601 Elmwood Ave, Rochester, NY, 14620",2016,3,1845,2016-03-30T18:45:00.000Z,2016,3,715,2016-03-31T07:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Hospital,43.1226582,-77.62545469999999
781,-77.6507855638507,43.137672675859605,3025,"368 Thurston Rd, Rochester, NY, 14619",2016,1,1930,2016-01-31T19:30:00.000Z,2016,1,2025,2016-01-31T20:25:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.137692,-77.65079030000001
782,-77.6215272927282,43.1427256401388,3026,"35 Bartlett St, Rochester, NY, 14608",2016,1,1930,2016-01-30T19:30:00.000Z,2016,1,2300,2016-01-30T23:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Jail/Prison,43.1425933,-77.6213015
783,-77.6274833229336,43.241309317455595,3027,"27 Snug Harbor Ct, Rochester, NY, 14612",2016,1,2215,2016-01-28T22:15:00.000Z,2016,1,1020,2016-01-29T10:20:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.2416665,-77.6273753
784,-77.6243579257203,43.1236079462745,3028,"601 Elmwood Ave, Rochester, NY, 14620",2016,1,1800,2016-01-18T18:00:00.000Z,2016,1,2000,2016-01-18T20:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
785,-77.6354777060516,43.1649301089235,3029,"14 Sherman St, Rochester, NY, 14606",2016,1,1900,2016-01-24T19:00:00.000Z,2016,1,1900,2016-01-24T19:00:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Personal Weapons,* No Larceny Type Specified *,Street,43.1649913,-77.6353318
786,-77.613785777763,43.186080071865604,3030,"N Clinton Ave, Rochester, NY, 14621",2016,8,200,2016-08-01T02:00:00.000Z,2016,8,200,2016-08-01T02:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1873757,-77.6136181
787,-77.613785777763,43.186080071865604,3031,"N Clinton Ave, Rochester, NY, 14621",2016,3,100,2016-03-29T01:00:00.000Z,2016,3,200,2016-03-29T02:00:00.000Z,F,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,3,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,43.1873757,-77.6136181
