,X,Y,OBJECTID,Geocode_Address,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Statute_Category,Statute_Description,Statute_CrimeCategory,Weapon_Description,Larceny_Type,Location_Type,Latitude,Longitude
10,-77.6243579257203,43.1236079462745,3065,"601 Elmwood Ave, Rochester, NY, 14620",2015,7,1200,2015-07-01T12:00:00.000Z,2016,3,800,2016-03-28T08:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
11,-77.6420424786707,43.1368689264868,3099,"210 Elmdorf Ave, Rochester, NY, 14619",2015,12,1307,2015-12-24T13:07:00.000Z,2015,12,1307,2015-12-24T13:07:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.136855,-77.6420499
12,-77.5794197407924,43.15069656245271,3136,"947 East Ave, Rochester, NY, 14607",2015,12,1200,2015-12-31T12:00:00.000Z,2016,1,600,2016-01-06T06:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1508049,-77.5793818
13,-77.5629755031554,43.1810741598704,3144,"65 Waring Rd, Rochester, NY, 14609",2015,12,1655,2015-12-22T16:55:00.000Z,2015,12,1655,2015-12-22T16:55:00.000Z,F,Grand Larceny 4th: Property Taken From Person               ,6,* No Weapon Specified *,All Other Larcenies,Other Residential,43.180229,-77.56260000000002
14,-77.6294639828638,43.1417325830755,3148,"320 Columbia Ave, Rochester, NY, 14611",2015,12,1200,2015-12-21T12:00:00.000Z,2015,12,1200,2015-12-21T12:00:00.000Z,M,Assault 3rd: With Crim Negligence Cause Injury With Weapon/I,4,Other Weapon,* No Larceny Type Specified *,Single Family Home,43.1418596,-77.6292311
15,-77.57799635228001,43.145755371597005,3156,"165 Milburn St, Rochester, NY, 14607",2015,12,2000,2015-12-30T20:00:00.000Z,2015,12,543,2015-12-31T05:43:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,43.1457314,-77.5779898
16,-77.5741874976326,43.1483014778961,3162,"75 Brunswick St, Rochester, NY, 14607",2015,12,2230,2015-12-28T22:30:00.000Z,2015,12,951,2015-12-29T09:51:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.1483098,-77.5742331
17,-77.6214862367169,43.236442038983796,3165,"65 Yarker Ave, Rochester, NY, 14612",2015,12,40,2015-12-28T00:40:00.000Z,2015,12,300,2015-12-28T03:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.2364272,-77.6215161
18,-77.5747374507427,43.1377473770175,3166,"Reservoir Rd, Rochester, NY, 14618",2015,12,1630,2015-12-29T16:30:00.000Z,2015,12,1655,2015-12-29T16:55:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1318581,-77.60869029999999
19,-77.5908139274035,43.1445935326616,3171,"9 Boardman St, Rochester, NY, 14607",2015,12,1200,2015-12-24T12:00:00.000Z,2015,12,1233,2015-12-29T12:33:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1446354,-77.59077529999999
20,-77.64365627358971,43.1434276673952,3172,"215 Rugby Ave, Rochester, NY, 14619",2015,12,2130,2015-12-27T21:30:00.000Z,2015,12,2130,2015-12-27T21:30:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Garage/Shed,43.143418,-77.64366129999999
21,-77.59035509197459,43.17656526836021,3173,"592 Portland Ave, Rochester, NY, 14621",2015,12,2300,2015-12-27T23:00:00.000Z,2015,12,730,2015-12-28T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1765369,-77.5901633
22,-77.6140816502515,43.15509115092,3176,"7 S Fitzhugh St, Rochester, NY, 14614",2015,12,1830,2015-12-27T18:30:00.000Z,2015,12,930,2015-12-28T09:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Residential,43.1549622,-77.6142782
23,-77.5979484360204,43.140438037197505,3177,"919 S Clinton Ave, Rochester, NY, 14620",2015,12,2300,2015-12-23T23:00:00.000Z,2015,12,700,2015-12-26T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.1403864,-77.59735669999999
24,-77.572233881386,43.1492736881505,3178,"1209 East Ave, Rochester, NY, 14607",2015,12,2200,2015-12-26T22:00:00.000Z,2015,12,1045,2015-12-27T10:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1492607,-77.5721959
25,-77.5971350588035,43.1819955946731,3179,"77 Durnan St, Rochester, NY, 14621",2015,12,2240,2015-12-25T22:40:00.000Z,2015,12,2240,2015-12-25T22:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1819728,-77.5970881
26,-77.5866787747911,43.1720382988371,3180,"57 Sander St, Rochester, NY, 14605",2015,12,2139,2015-12-26T21:39:00.000Z,2015,12,2139,2015-12-26T21:39:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.17201379999999,-77.58667969999999
27,-77.6381132075617,43.144956391624795,3181,"100 Superior St, Rochester, NY, 14611",2015,12,2012,2015-12-25T20:12:00.000Z,2015,12,2012,2015-12-25T20:12:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Semiautomatic Handgun,* No Larceny Type Specified *,Other Outside Location,43.145091,-77.638122
28,-77.57933788137541,43.1518941786028,3187,"930 East Ave, Rochester, NY, 14607",2015,12,1130,2015-12-21T11:30:00.000Z,2015,12,1450,2015-12-21T14:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Building,43.1519023,-77.5792723
29,,,3188,,2015,12,525,2015-12-15T05:25:00.000Z,2015,12,1820,2015-12-18T18:20:00.000Z,F,Grand Larceny 4th: Property Taken From Person               ,6,* No Weapon Specified *,Purse-snatching,Street,33.791638,-84.389488
30,-77.62232558098779,43.1317896471007,3189,"500 Wilson Blvd, Rochester, NY, 14620",2015,12,1200,2015-12-26T12:00:00.000Z,2015,12,1230,2015-12-26T12:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
31,-77.5665279441292,43.18721589143371,3190,"19 Norton Village Ln, Rochester, NY, 14609",2015,12,1910,2015-12-21T19:10:00.000Z,2015,12,1910,2015-12-21T19:10:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1865372,-77.56780080000001
32,-77.6003348052197,43.1686631142034,3191,"43 Wilson St, Rochester, NY, 14605",2015,11,1924,2015-11-22T19:24:00.000Z,2015,11,1924,2015-11-22T19:24:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.168572,-77.600264
33,-77.6132704393073,43.1545190871039,3192,"30 W Broad St, Rochester, NY, 14614",2015,12,920,2015-12-22T09:20:00.000Z,2015,12,925,2015-12-22T09:25:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Other Business Office,43.15444189999999,-77.6132597
34,-77.594334375976,43.195125940641404,3194,"113 Brambury Dr, Rochester, NY, 14621",2015,12,2300,2015-12-23T23:00:00.000Z,2015,12,1145,2015-12-25T11:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1945981,-77.5941007
35,-77.5613630945865,43.145156340797,3195,"1283 Park Ave, Rochester, NY, 14610",2015,11,900,2015-11-24T09:00:00.000Z,2015,11,900,2015-11-24T09:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1451383,-77.5613374
36,-77.6469369955424,43.16892401476439,3196,"295 Otis St, Rochester, NY, 14606",2015,12,1940,2015-12-23T19:40:00.000Z,2015,12,2012,2015-12-23T20:12:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Firearm,* No Larceny Type Specified *,Street,43.1684563,-77.6466744
37,-77.5866980519853,43.16825972184011,3198,"309 Central Park, Rochester, NY, 14605",2015,12,1900,2015-12-15T19:00:00.000Z,2015,12,1900,2015-12-20T19:00:00.000Z,F,Grand Larceny 4th: Property Taken From Person               ,6,* No Weapon Specified *,Purse-snatching,Street,43.1681457,-77.5868401
38,-77.6559027752923,43.1406719630443,3200,"172 Inglewood Dr, Rochester, NY, 14619",2015,12,10,2015-12-17T00:10:00.000Z,2015,12,730,2015-12-17T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.140659,-77.65591669999999
39,-77.6160291640553,43.1439118341009,3201,"80 Riverferry Way, Rochester, NY, 14608",2015,12,1800,2015-12-16T18:00:00.000Z,2015,12,750,2015-12-17T07:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1441302,-77.6155185
40,-77.6263320362753,43.1624994290622,3205,"410 Smith St, Rochester, NY, 14608",2015,12,1615,2015-12-08T16:15:00.000Z,2015,12,1615,2015-12-08T16:15:00.000Z,F,Robbery 2nd: Causes Physical Injury                         ,3,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.1624544,-77.6263384
41,-77.6243579257203,43.1236079462745,3208,"601 Elmwood Ave, Rochester, NY, 14620",2015,12,745,2015-12-21T07:45:00.000Z,2015,12,1500,2015-12-21T15:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
42,-77.6243579257203,43.1236079462745,3209,"601 Elmwood Ave, Rochester, NY, 14620",2015,12,1230,2015-12-10T12:30:00.000Z,2015,12,1400,2015-12-10T14:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
43,-77.58036450527,43.1414198039899,3211,"97 Avondale Park, Rochester, NY, 14620",2015,12,1600,2015-12-21T16:00:00.000Z,2015,12,522,2015-12-22T05:22:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Garage/Shed,43.1413889,-77.5802714
44,-77.6243579257203,43.1236079462745,3212,"601 Elmwood Ave, Rochester, NY, 14620",2015,12,1105,2015-12-17T11:05:00.000Z,2015,12,1136,2015-12-17T11:36:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
45,-77.5658975832385,43.18622184102939,3217,"159 Norton Village Ln, Rochester, NY, 14609",2015,12,800,2015-12-09T08:00:00.000Z,2015,12,1508,2015-12-18T15:08:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1865715,-77.5655293
46,-77.63174469524292,43.1701690495677,3220,"91 Bloss St, Rochester, NY, 14613",2015,12,1500,2015-12-18T15:00:00.000Z,2015,12,1750,2015-12-18T17:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.170081,-77.63165699999999
47,,,3221,,2015,12,21,2015-12-18T00:21:00.000Z,2015,12,21,2015-12-18T00:21:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,33.791638,-84.389488
48,-77.62232558098779,43.1317896471007,3225,"500 Wilson Blvd, Rochester, NY, 14620",2015,12,1700,2015-12-11T17:00:00.000Z,2015,12,830,2015-12-14T08:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
49,-77.55012480291329,43.1498172783969,3231,"15 Arbordale Ave, Rochester, NY, 14610",2015,12,715,2015-12-16T07:15:00.000Z,2015,12,1645,2015-12-16T16:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1497985,-77.550142
50,-77.61617254643541,43.1113456516788,3234,"473 E Henrietta Rd, Rochester, NY, 14620",2015,12,1830,2015-12-10T18:30:00.000Z,2015,12,1830,2015-12-10T18:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.112093,-77.6160946
51,-77.65112495574449,43.150993337068904,3235,"460 West Ave, Rochester, NY, 14611",2015,12,1930,2015-12-19T19:30:00.000Z,2015,12,1930,2015-12-19T19:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1509709,-77.6518146
52,-77.591553836778,43.15799461054271,3236,"442 University Ave, Rochester, NY, 14607",2015,12,100,2015-12-18T01:00:00.000Z,2015,12,1000,2015-12-18T10:00:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1580056,-77.591189
53,-77.5633156021952,43.170878793379,3237,"98 Richland St, Rochester, NY, 14609",2015,12,2200,2015-12-19T22:00:00.000Z,2015,12,1100,2015-12-20T11:00:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,43.1708611,-77.5633077
54,-77.6003381255388,43.1378892275426,3238,"856 Meigs St, Rochester, NY, 14620",2015,12,1900,2015-12-18T19:00:00.000Z,2015,12,49,2015-12-19T00:49:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1378654,-77.6002216
55,-77.6559928681196,43.1429419256435,3241,"33 Westgate Ter, Rochester, NY, 14611",2015,12,1100,2015-12-13T11:00:00.000Z,2015,12,148,2015-12-14T01:48:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1429451,-77.6559281
56,-77.6121872510306,43.129027789327004,3243,"12 Wall St, Rochester, NY, 14620",2015,12,1237,2015-12-08T12:37:00.000Z,2015,12,1237,2015-12-08T12:37:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,43.129006,-77.61215059999999
57,-77.5985644051072,43.1520179766837,3244,"86 S Union St, Rochester, NY, 14607",2015,12,740,2015-12-10T07:40:00.000Z,2015,12,1300,2015-12-10T13:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1519312,-77.59820719999999
58,-77.5661627847342,43.1601403690934,3251,"819 Culver Rd, Rochester, NY, 14609",2015,12,2050,2015-12-15T20:50:00.000Z,2015,12,2055,2015-12-15T20:55:00.000Z,F,Robbery 2nd: Displays What Appears To Be a Firearm          ,3,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,43.1601297,-77.56706109999999
59,-77.58905500258929,43.1471873260532,3255,"177 Harvard St, Rochester, NY, 14607",2015,12,2100,2015-12-10T21:00:00.000Z,2015,12,750,2015-12-11T07:50:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Yard,43.1471406,-77.5890525
60,-77.5862815541861,43.1880991259902,3256,"35 Branch St, Rochester, NY, 14621",2015,12,2000,2015-12-09T20:00:00.000Z,2015,12,1145,2015-12-10T11:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,43.18810939999999,-77.58615879999999
61,-77.6243579257203,43.1236079462745,3257,"601 Elmwood Ave, Rochester, NY, 14620",2015,12,1115,2015-12-10T11:15:00.000Z,2015,12,1500,2015-12-10T15:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
62,-77.6073210890808,43.176252332676604,3258,"650 Joseph Ave, Rochester, NY, 14621",2015,12,2000,2015-12-13T20:00:00.000Z,2015,12,2100,2015-12-13T21:00:00.000Z,F,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,* No Weapon Specified *,All Other Larcenies,Street,43.176232,-77.607339
63,-77.6430882549872,43.1452208948755,3259,"128 Rugby Ave, Rochester, NY, 14611",2015,12,2200,2015-12-02T22:00:00.000Z,2015,12,1215,2015-12-09T12:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1451719,-77.6430974
64,-77.63849936758821,43.146374121215295,3261,"83 Kirkland Rd, Rochester, NY, 14611",2015,12,1110,2015-12-13T11:10:00.000Z,2015,12,1110,2015-12-13T11:10:00.000Z,F,Grand Larceny 4th: Property Taken From Person               ,6,* No Weapon Specified *,Purse-snatching,Street,43.14634700000001,-77.638522
65,-77.5606888685052,43.1736342180835,3263,"130 Westchester Ave, Rochester, NY, 14609",2015,12,1930,2015-12-07T19:30:00.000Z,2015,12,1100,2015-12-08T11:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,43.1736321,-77.5607105
66,-77.6104287095207,43.182109353381996,3268,"16 Farbridge St, Rochester, NY, 14621",2015,10,0,2015-10-09T00:00:00.000Z,2015,12,1151,2015-12-10T11:51:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1821198,-77.6104142
67,-77.5851550304443,43.18544469378,3271,"38 Furlong St, Rochester, NY, 14621",2015,12,615,2015-12-08T06:15:00.000Z,2015,12,1445,2015-12-08T14:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1854152,-77.5851575
68,-77.6229632832046,43.236832105941495,3276,"3642 Lake Ave, Rochester, NY, 14612",2015,12,1245,2015-12-02T12:45:00.000Z,2015,12,1615,2015-12-08T16:15:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.2368391,-77.62298179999999
69,-77.5792389760818,43.1772708745476,3277,"71 Newcomb St, Rochester, NY, 14609",2015,12,1030,2015-12-08T10:30:00.000Z,2015,12,1717,2015-12-08T17:17:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1772689,-77.579203
70,-77.58969778859779,43.1422726002445,3282,"275 Richard St, Rochester, NY, 14607",2015,12,300,2015-12-07T03:00:00.000Z,2015,12,513,2015-12-07T05:13:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.142318,-77.5896344
71,-77.58969778859779,43.1422726002445,3283,"275 Richard St, Rochester, NY, 14607",2015,12,300,2015-12-07T03:00:00.000Z,2015,12,513,2015-12-07T05:13:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.142318,-77.5896344
72,-77.6175116217643,43.1886167048857,3287,"98 Nye Park, Rochester, NY, 14621",2015,12,1755,2015-12-04T17:55:00.000Z,2015,12,1755,2015-12-04T17:55:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1884938,-77.6173948
73,-77.5914249163539,43.138076519139005,3289,"112 Asbury St, Rochester, NY, 14620",2015,12,2300,2015-12-06T23:00:00.000Z,2015,12,700,2015-12-07T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1381109,-77.5910825
74,-77.59279271343351,43.189764300949705,3290,"126 Baird St, Rochester, NY, 14621",2015,12,1200,2015-12-01T12:00:00.000Z,2015,12,1200,2015-12-08T12:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1897543,-77.5927682
75,-77.5817234132289,43.1452479059022,3291,"176 Edgerton St, Rochester, NY, 14607",2015,12,2000,2015-12-03T20:00:00.000Z,2015,12,630,2015-12-04T06:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,43.1452102,-77.58166539999999
76,-77.66054651710431,43.1429234114875,3292,"205 Farragut St, Rochester, NY, 14611",2015,12,2000,2015-12-02T20:00:00.000Z,2015,12,715,2015-12-03T07:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Multiple Dwelling,43.1426077,-77.6610651
77,-77.61168334119121,43.151882088891796,3293,"185 Exchange Blvd, Rochester, NY, 14614",2015,11,700,2015-11-30T07:00:00.000Z,2015,11,700,2015-11-30T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Unknown,43.1518019,-77.611994
78,-77.58148745481621,43.153076538589296,3294,"12 Portsmouth Ter, Rochester, NY, 14607",2015,12,1900,2015-12-02T19:00:00.000Z,2015,12,815,2015-12-03T08:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1530456,-77.581352
79,-77.6553928562706,43.1543731797287,3296,"133 Glide St, Rochester, NY, 14611",2015,12,625,2015-12-07T06:25:00.000Z,2015,12,630,2015-12-07T06:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.154251,-77.654979
80,-77.5883199230679,43.15769480027921,3299,"500 University Ave, Rochester, NY, 14607",2015,12,1430,2015-12-03T14:30:00.000Z,2015,12,1445,2015-12-03T14:45:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Building,43.1576927,-77.5881795
81,-77.6223333995591,43.240576008489704,3300,"134 Lake Vista Ct, Rochester, NY, 14612",2015,12,2100,2015-12-04T21:00:00.000Z,2015,12,1745,2015-12-05T17:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.240097,-77.6225542
82,-77.626543498638,43.1636036185719,3301,"385 Verona St, Rochester, NY, 14608",2015,12,1910,2015-12-06T19:10:00.000Z,2015,12,1910,2015-12-06T19:10:00.000Z,F,Robbery 2nd: Displays What Appears To Be a Firearm          ,3,Firearm,* No Larceny Type Specified *,Street,43.1633243,-77.6263591
83,-77.59970666321,43.1581753170494,3302,"475 E Main St, Rochester, NY, 14604",2015,12,700,2015-12-04T07:00:00.000Z,2015,12,1535,2015-12-04T15:35:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Garage,43.1570252,-77.60044549999999
84,-77.5816974249598,43.1671640032065,3303,"21 Short St, Rochester, NY, 14609",2015,12,1155,2015-12-05T11:55:00.000Z,2015,12,1155,2015-12-05T11:55:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.16702,-77.5816626
85,-77.57798072891609,43.242156541030205,3304,"1305 Lake Shore Blvd, Rochester, NY, 14617",2015,12,1245,2015-12-06T12:45:00.000Z,2015,12,1345,2015-12-06T13:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.2421752,-77.5774599
